0,373.73948779477814
1000,87.30576458681875
2000,84.70832624480519
3000,84.29642337646494
4000,84.23448521596823
5000,84.5608031343514
6000,83.70029253531501
7000,83.9258374648357
8000,84.02900017934329
9000,84.37247286849609
10000,83.3670708746149
11000,83.43524614833616
12000,83.40602269896448
13000,83.22912053026181
14000,83.76042215392539
15000,83.5359591232924
16000,83.52207763098707
17000,84.1915640032457
18000,83.44724332747946
19000,83.3803918873692
20000,83.68343190716696
21000,84.22439920162458
22000,83.97071680908178
23000,83.77237413359768
24000,84.51643537364536
25000,83.96350014706576
26000,84.01141292980425
27000,83.43999781009802
28000,83.82697743831481
29000,83.54437229946419
30000,84.01447790976185
31000,83.41058226163035
32000,84.10115288735554
33000,83.60394469337882
34000,83.4823656146319
35000,83.58412990762976
36000,83.42010163218124
37000,84.41744198719762
38000,84.3197916882241
39000,84.18000883177736
40000,83.81817850514817
41000,84.20693464561263
42000,83.22850136139881
43000,83.64663732690006
44000,84.87915660137818
45000,84.44936898229899
46000,84.08225932431321
47000,84.11143510509157
48000,83.59253499704582
49000,84.04671375490561
50000,82.88964827864388
51000,84.08885536274315
52000,84.32590890176459
53000,85.16086031668668
54000,84.72559110882054
55000,84.16843552003668
56000,84.38494452143269
57000,83.80007479454652
58000,83.69825798126685
59000,84.35255073030677
