0,3.056910130574916
250,2.1651406928995827
500,2.050737007199522
750,2.022562270890574
1000,2.0125449752612066
1250,2.008576025213658
1500,2.0058777048743868
1750,2.0040198489102785
2000,2.0030458374203595
2250,2.0023261044913236
2500,2.0018279574343505
2750,2.001472460057156
3000,2.001215964474336
3250,2.00096457374541
3500,2.000794888407798
3750,2.000671956022038
4000,2.0005608282237746
4250,2.0004599036162216
4500,2.00037898218779
4750,2.000307061145942
5000,2.0002472542354983
5250,2.000192145373099
5500,2.000157845497223
5750,2.0001259032433314
6000,2.0000954459194045
6250,2.0000725219430935
6500,2.0000497586049697
6750,2.0000338934192703
7000,2.0000168363885473
7250,2.0000007260145485
7500,1.9999854953088543
7750,1.9999722777423843
8000,1.9999608496524064
8250,1.9999490423053035
8500,1.9999362430056025
8750,1.999921472798269
9000,1.9999048741852319
9250,1.9998846268799833
9500,1.9998537172012674
9750,1.9998289839545467
10000,1.999775188885721
10250,1.9996436071934904
10500,1.9991978333970002
10750,1.9949310225616497
11000,1.2134705986803165
11250,0.2554388255850556
11500,0.14153395140396324
